TIME,SEX,Cause,Value
2004,Females,Congenital malformations of the nervous system,74
2008,Females,Meningitis,75
2001,Males,Influenza,76
2006,Females,Meningitis,76
2006,Females,Event of undetermined intent,76
2003,Males,Congenital malformations of the nervous system,77
2006,Females,Influenza,77
2006,Males,Meningitis,78
2005,Females,Meningitis,79
2007,Males,Meningitis,79
2008,Males,Meningitis,79
2001,Males,Meningitis,80
2001,Females,Meningitis,81
2002,Females,"Pregnancy, childbirth and the puerperium (O00-O99)",81
2003,Males,Meningitis,82
2003,Females,Congenital malformations of the nervous system,82
2007,Females,Event of undetermined intent,82
2008,Males,Influenza,82
2004,Males,Meningitis,83
2005,Males,Meningitis,83
2006,Males,Congenital malformations of the nervous system,84
2007,Females,Sudden infant death syndrome,85
2004,Males,Congenital malformations of the nervous system,87
2004,Females,Event of undetermined intent,87
2001,Males,Congenital malformations of the nervous system,88
2007,Females,Meningitis,89
2003,Females,Sudden infant death syndrome,90
2001,Females,Congenital malformations of the nervous system,92
2002,Females,Meningitis,92
2005,Females,Sudden infant death syndrome,94
2002,Males,Meningitis,96
2007,Males,Influenza,96
2004,Females,Meningitis,97
2001,Females,Influenza,100
2004,Females,Sudden infant death syndrome,106
2004,Females,Influenza,107
2008,Females,Sudden infant death syndrome,109
2006,Females,Sudden infant death syndrome,113
2002,Females,Sudden infant death syndrome,115
2003,Males,"Drug dependence, toxicomania (F11-F16, F18-F19)",120
2002,Males,"Drug dependence, toxicomania (F11-F16, F18-F19)",121
2003,Females,Event of undetermined intent,121
2001,Females,Sudden infant death syndrome,123
2008,Females,Influenza,124
2001,Males,"Drug dependence, toxicomania (F11-F16, F18-F19)",127
2007,Males,Sudden infant death syndrome,133
2008,Males,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",136
2006,Males,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",137
2007,Males,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",138
2004,Males,"Drug dependence, toxicomania (F11-F16, F18-F19)",144
2006,Males,Sudden infant death syndrome,144
2005,Males,"Drug dependence, toxicomania (F11-F16, F18-F19)",145
2005,Males,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",149
2002,Males,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",150
2004,Males,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",152
2008,Males,Sudden infant death syndrome,152
2007,Females,Influenza,153
2003,Males,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",155
2006,Females,Assault,159
2004,Males,Sudden infant death syndrome,160
2001,Males,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",164
2005,Males,Sudden infant death syndrome,165
2007,Females,Assault,166
2008,Females,Assault,166
2005,Females,Assault,168
2008,Males,"Drug dependence, toxicomania (F11-F16, F18-F19)",171
2007,Males,"Drug dependence, toxicomania (F11-F16, F18-F19)",172
2003,Males,Sudden infant death syndrome,173
2006,Males,"Drug dependence, toxicomania (F11-F16, F18-F19)",176
2001,Males,Malignant neoplasm of breast,177
2008,Females,Human immunodeficiency virus [HIV] disease,180
2002,Males,Sudden infant death syndrome,183
2002,Males,Malignant neoplasm of breast,188
2003,Males,Malignant neoplasm of breast,188
2006,Males,Malignant neoplasm of breast,191
2003,Males,Influenza,192
2008,Males,Malignant neoplasm of breast,195
2003,Females,Assault,197
2007,Females,Human immunodeficiency virus [HIV] disease,197
2001,Females,Event of undetermined intent,202
2005,Males,Malignant neoplasm of breast,203
2004,Males,Malignant neoplasm of breast,206
2001,Females,Assault,210
2002,Females,Assault,211
2004,Females,Assault,213
2006,Females,Human immunodeficiency virus [HIV] disease,218
2002,Males,Influenza,219
2007,Males,Malignant neoplasm of breast,225
2001,Males,Sudden infant death syndrome,229
2002,Females,Event of undetermined intent,232
2005,Females,Human immunodeficiency virus [HIV] disease,232
2001,Females,Human immunodeficiency virus [HIV] disease,248
2003,Females,Human immunodeficiency virus [HIV] disease,250
2004,Females,Human immunodeficiency virus [HIV] disease,252
2007,Females,Congenital malformations of the circulatory system,254
2002,Females,Human immunodeficiency virus [HIV] disease,257
2008,Females,Congenital malformations of the circulatory system,261
2005,Females,Congenital malformations of the circulatory system,268
2007,Males,Assault,268
2008,Males,Congenital malformations of the circulatory system,279
2003,Females,Influenza,283
2002,Females,Congenital malformations of the circulatory system,286
2003,Females,Congenital malformations of the circulatory system,287
2006,Females,Congenital malformations of the circulatory system,292
2004,Females,Congenital malformations of the circulatory system,293
2008,Males,Event of undetermined intent,300
2003,Males,Assault,306
2008,Females,Tuberculosis,310
2004,Males,Assault,311
2001,Females,Congenital malformations of the circulatory system,312
2005,Males,Congenital malformations of the circulatory system,312
2007,Females,Viral hepatitis,317
2007,Females,Tuberculosis,318
2002,Males,Congenital malformations of the circulatory system,321
2001,Males,Assault,324
2002,Males,Assault,325
2005,Males,Assault,326
2006,Males,Assault,327
2001,Males,Congenital malformations of the circulatory system,329
2003,Females,Viral hepatitis,329
2006,Males,Congenital malformations of the circulatory system,330
2006,Females,Viral hepatitis,335
2008,Males,Asthma and status asthmaticus,336
2002,Females,Influenza,337
2004,Males,Congenital malformations of the circulatory system,340
2003,Males,Congenital malformations of the circulatory system,341
2006,Females,Tuberculosis,341
2004,Females,Viral hepatitis,342
2008,Males,Tuberculosis,343
2008,Males,Assault,347
2007,Males,Congenital malformations of the circulatory system,354
2005,Females,Viral hepatitis,355
2008,Females,Viral hepatitis,359
2007,Males,Tuberculosis,364
2005,Males,Influenza,368
2007,Males,Asthma and status asthmaticus,368
2005,Males,Event of undetermined intent,376
2006,Males,Asthma and status asthmaticus,388
2006,Females,"Ulcer of stomach, duodenum and jejunum",393
2006,Males,"Ulcer of stomach, duodenum and jejunum",398
2007,Males,"Ulcer of stomach, duodenum and jejunum",398
2004,Males,Viral hepatitis,399
2004,Males,Event of undetermined intent,399
2006,Males,Tuberculosis,402
2004,Females,Tuberculosis,404
2002,Males,Accidental poisoning by and exposure to noxious substances,405
2002,Females,Viral hepatitis,405
2003,Males,Viral hepatitis,406
2006,Males,Viral hepatitis,407
2007,Males,Viral hepatitis,408
2004,Males,Asthma and status asthmaticus,410
2004,Males,"Ulcer of stomach, duodenum and jejunum",412
2007,Females,"Ulcer of stomach, duodenum and jejunum",413
2006,Males,Event of undetermined intent,414
2005,Females,Tuberculosis,418
2005,Females,"Ulcer of stomach, duodenum and jejunum",423
2007,Males,Event of undetermined intent,425
2005,Males,Viral hepatitis,430
2004,Females,"Ulcer of stomach, duodenum and jejunum",431
2004,Males,Tuberculosis,433
2005,Males,Asthma and status asthmaticus,433
2001,Females,Viral hepatitis,439
2008,Males,"Ulcer of stomach, duodenum and jejunum",440
2003,Females,Tuberculosis,441
2005,Males,Tuberculosis,443
2002,Females,"Ulcer of stomach, duodenum and jejunum",446
2008,Females,"Ulcer of stomach, duodenum and jejunum",448
2006,Females,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",449
2002,Females,Accidental poisoning by and exposure to noxious substances,458
2001,Males,Accidental poisoning by and exposure to noxious substances,459
2002,Females,Tuberculosis,462
2008,Males,Viral hepatitis,462
2005,Females,Accidental poisoning by and exposure to noxious substances,464
2004,Females,Accidental poisoning by and exposure to noxious substances,466
2005,Males,"Ulcer of stomach, duodenum and jejunum",466
2004,Males,Accidental poisoning by and exposure to noxious substances,467
2001,Males,Viral hepatitis,471
2002,Males,Viral hepatitis,472
2004,Females,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",475
2003,Females,"Ulcer of stomach, duodenum and jejunum",481
2001,Males,"Ulcer of stomach, duodenum and jejunum",486
2002,Males,"Ulcer of stomach, duodenum and jejunum",493
2007,Females,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",494
2001,Females,Accidental poisoning by and exposure to noxious substances,496
2003,Males,"Ulcer of stomach, duodenum and jejunum",501
2007,Males,Diseases of the skin and subcutaneous tissue (L00-L99),504
2008,Females,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",505
2003,Males,Event of undetermined intent,506
2002,Males,Tuberculosis,507
2003,Females,Accidental poisoning by and exposure to noxious substances,507
2005,Females,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",510
2006,Females,Accidental poisoning by and exposure to noxious substances,510
2003,Males,Accidental poisoning by and exposure to noxious substances,513
2001,Females,Tuberculosis,516
2003,Males,Asthma and status asthmaticus,516
2001,Females,"Ulcer of stomach, duodenum and jejunum",517
2007,Females,Accidental poisoning by and exposure to noxious substances,517
2003,Males,Tuberculosis,518
2008,Males,Human immunodeficiency virus [HIV] disease,518
2008,Males,Diseases of the skin and subcutaneous tissue (L00-L99),532
2005,Males,Diseases of the skin and subcutaneous tissue (L00-L99),535
2001,Males,Tuberculosis,545
2006,Males,Diseases of the skin and subcutaneous tissue (L00-L99),546
2001,Males,Event of undetermined intent,553
2003,Females,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",555
2004,Males,Diseases of the skin and subcutaneous tissue (L00-L99),555
2006,Males,Accidental poisoning by and exposure to noxious substances,555
2002,Males,Asthma and status asthmaticus,559
2005,Males,Accidental poisoning by and exposure to noxious substances,571
2001,Females,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",575
2004,Females,Mental and behavioural disorders due to use of alcohol,581
2002,Females,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",583
2001,Females,Mental and behavioural disorders due to use of alcohol,589
2002,Males,Event of undetermined intent,594
2007,Males,Human immunodeficiency virus [HIV] disease,597
2007,Females,Mental and behavioural disorders due to use of alcohol,601
2003,Males,Diseases of the skin and subcutaneous tissue (L00-L99),613
2008,Females,Asthma and status asthmaticus,613
2006,Females,Mental and behavioural disorders due to use of alcohol,619
2002,Females,Mental and behavioural disorders due to use of alcohol,625
2001,Males,Diseases of the skin and subcutaneous tissue (L00-L99),628
2008,Females,Mental and behavioural disorders due to use of alcohol,629
2008,Females,Accidental poisoning by and exposure to noxious substances,630
2001,Females,Malignant melanoma of skin,631
2002,Males,Diseases of the skin and subcutaneous tissue (L00-L99),634
2006,Females,Certain conditions originating in the perinatal period (P00-P96),638
2005,Females,Mental and behavioural disorders due to use of alcohol,639
2007,Females,Certain conditions originating in the perinatal period (P00-P96),642
2005,Females,Influenza,643
2001,Males,Asthma and status asthmaticus,647
2003,Females,Mental and behavioural disorders due to use of alcohol,656
2006,Females,Asthma and status asthmaticus,657
2004,Females,Malignant melanoma of skin,661
2005,Females,Certain conditions originating in the perinatal period (P00-P96),661
2002,Females,Malignant melanoma of skin,666
2006,Males,Human immunodeficiency virus [HIV] disease,668
2003,Females,Certain conditions originating in the perinatal period (P00-P96),673
2005,Females,Malignant neoplasm of oesophagus,674
2007,Females,Malignant melanoma of skin,675
2004,Females,Certain conditions originating in the perinatal period (P00-P96),676
2003,Females,Malignant melanoma of skin,684
2005,Males,Human immunodeficiency virus [HIV] disease,685
2003,Females,Malignant neoplasm of oesophagus,690
2007,Females,Asthma and status asthmaticus,694
2008,Females,Certain conditions originating in the perinatal period (P00-P96),695
2004,Females,Malignant neoplasm of oesophagus,697
2002,Females,Certain conditions originating in the perinatal period (P00-P96),698
2001,Females,Malignant neoplasm of oesophagus,699
2002,Females,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",703
2003,Females,"Malignant neoplasm of lip, oral cavity, pharynx",707
2007,Males,Accidental poisoning by and exposure to noxious substances,709
2007,Females,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",711
2007,Females,Malignant neoplasm of cervix uteri,714
2005,Females,Malignant melanoma of skin,716
2005,Females,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",717
2006,Females,Malignant neoplasm of oesophagus,719
2006,Females,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",724
2002,Females,Malignant neoplasm of cervix uteri,727
2002,Males,Malignant melanoma of skin,733
2007,Females,"Malignant neoplasm of lip, oral cavity, pharynx",733
2006,Females,"Malignant neoplasm of lip, oral cavity, pharynx",734
2001,Females,"Malignant neoplasm of lip, oral cavity, pharynx",738
2004,Females,"Malignant neoplasm of lip, oral cavity, pharynx",740
2008,Females,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",740
2006,Females,Malignant melanoma of skin,741
2006,Females,Malignant neoplasm of cervix uteri,744
2004,Females,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",745
2001,Females,Certain conditions originating in the perinatal period (P00-P96),748
2008,Females,Malignant melanoma of skin,750
2004,Females,Asthma and status asthmaticus,753
2005,Females,"Malignant neoplasm of lip, oral cavity, pharynx",754
2005,Females,Asthma and status asthmaticus,758
2002,Females,Malignant neoplasm of oesophagus,759
2001,Males,Malignant melanoma of skin,761
2005,Females,Malignant neoplasm of cervix uteri,761
2008,Males,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",762
2008,Females,"Malignant neoplasm of lip, oral cavity, pharynx",762
2003,Males,Malignant melanoma of skin,764
2004,Males,Human immunodeficiency virus [HIV] disease,766
2004,Females,Malignant neoplasm of cervix uteri,768
2003,Females,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",774
2004,Males,Malignant melanoma of skin,775
2008,Females,Malignant neoplasm of oesophagus,776
2008,Females,Malignant neoplasm of cervix uteri,776
2002,Males,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",777
2007,Females,Malignant neoplasm of oesophagus,780
2003,Females,Malignant neoplasm of cervix uteri,782
2008,Males,Accidental poisoning by and exposure to noxious substances,785
2001,Females,Malignant neoplasm of cervix uteri,793
2003,Males,Human immunodeficiency virus [HIV] disease,794
2002,Females,"Malignant neoplasm of lip, oral cavity, pharynx",796
2001,Females,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",798
2005,Males,Malignant melanoma of skin,810
2006,Males,Malignant melanoma of skin,818
2005,Males,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",828
2004,Males,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",831
2002,Males,Human immunodeficiency virus [HIV] disease,835
2006,Males,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",843
2003,Males,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",858
2007,Males,Certain conditions originating in the perinatal period (P00-P96),859
2005,Males,Certain conditions originating in the perinatal period (P00-P96),867
2001,Females,Asthma and status asthmaticus,871
2002,Females,Asthma and status asthmaticus,872
2008,Males,Certain conditions originating in the perinatal period (P00-P96),876
2007,Males,Malignant melanoma of skin,879
2004,Males,Certain conditions originating in the perinatal period (P00-P96),889
2001,Males,Human immunodeficiency virus [HIV] disease,892
2001,Males,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",892
2003,Females,Asthma and status asthmaticus,895
2007,Males,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",899
2003,Males,Certain conditions originating in the perinatal period (P00-P96),910
2006,Males,Certain conditions originating in the perinatal period (P00-P96),910
2008,Males,Malignant melanoma of skin,916
2002,Males,Certain conditions originating in the perinatal period (P00-P96),947
2006,Males,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,962
2003,Males,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,976
2005,Males,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,983
2001,Males,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1000
2004,Males,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1003
2008,Males,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1004
2001,Males,Certain conditions originating in the perinatal period (P00-P96),1006
2002,Females,Malignant neoplasm of bladder,1019
2007,Females,"Malignant neoplasm of kidney, except renal pelvis",1021
2002,Males,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1023
2007,Males,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1025
2001,Females,Malignant neoplasm of bladder,1029
2008,Females,Transport accidents (V01-V99),1045
2008,Females,"Malignant neoplasm of kidney, except renal pelvis",1049
2004,Females,"Malignant neoplasm of kidney, except renal pelvis",1089
2003,Females,Malignant neoplasm of bladder,1091
2006,Females,"Malignant neoplasm of kidney, except renal pelvis",1110
2008,Females,Diseases of the skin and subcutaneous tissue (L00-L99),1124
2001,Females,"Malignant neoplasm of kidney, except renal pelvis",1125
2007,Males,Diseases of the musculoskeletal system and connective tissue (M00-M99),1138
2005,Females,Malignant neoplasm of bladder,1139
2002,Females,"Malignant neoplasm of kidney, except renal pelvis",1143
2004,Females,Malignant neoplasm of bladder,1153
2005,Females,"Malignant neoplasm of kidney, except renal pelvis",1156
2006,Females,Malignant neoplasm of bladder,1156
2003,Females,"Malignant neoplasm of kidney, except renal pelvis",1158
2004,Females,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1161
2007,Females,Transport accidents (V01-V99),1162
2007,Females,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1163
2008,Females,Malignant neoplasm of bladder,1177
2007,Females,Malignant neoplasm of bladder,1183
2006,Females,Transport accidents (V01-V99),1197
2007,Females,Diseases of the skin and subcutaneous tissue (L00-L99),1200
2002,Females,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1229
2005,Females,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1231
2006,Males,Diseases of the musculoskeletal system and connective tissue (M00-M99),1234
2004,Males,Diseases of the musculoskeletal system and connective tissue (M00-M99),1251
2008,Females,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1252
2005,Males,Diseases of the musculoskeletal system and connective tissue (M00-M99),1256
2005,Females,Diseases of the skin and subcutaneous tissue (L00-L99),1256
2006,Females,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1272
2006,Females,Diseases of the skin and subcutaneous tissue (L00-L99),1284
2003,Males,Diseases of the musculoskeletal system and connective tissue (M00-M99),1288
2001,Females,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1292
2002,Males,Diseases of the musculoskeletal system and connective tissue (M00-M99),1315
2008,Males,Diseases of the musculoskeletal system and connective tissue (M00-M99),1344
2004,Females,Diseases of the skin and subcutaneous tissue (L00-L99),1354
2003,Females,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1360
2001,Males,Diseases of the musculoskeletal system and connective tissue (M00-M99),1387
2004,Females,Transport accidents (V01-V99),1390
2005,Females,Transport accidents (V01-V99),1404
2003,Females,Transport accidents (V01-V99),1538
2002,Females,Diseases of the skin and subcutaneous tissue (L00-L99),1585
2001,Females,Diseases of the skin and subcutaneous tissue (L00-L99),1587
2003,Females,Diseases of the skin and subcutaneous tissue (L00-L99),1680
2001,Females,Malignant neoplasm of liver and intrahepatic bile ducts,1705
2007,Females,Malignant neoplasm of stomach,1734
2001,Females,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1780
2006,Females,Malignant neoplasm of stomach,1784
2002,Females,Malignant neoplasm of liver and intrahepatic bile ducts,1788
2002,Females,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1792
2008,Females,Malignant neoplasm of stomach,1821
2004,Females,Malignant neoplasm of liver and intrahepatic bile ducts,1839
2007,Females,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1842
2003,Females,Malignant neoplasm of liver and intrahepatic bile ducts,1856
2003,Females,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1857
2005,Females,Malignant neoplasm of stomach,1867
2003,Females,Malignant neoplasm of stomach,1878
2004,Females,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1879
2006,Females,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1892
2004,Females,Malignant neoplasm of stomach,1894
2005,Females,Malignant neoplasm of liver and intrahepatic bile ducts,1922
2002,Males,"Malignant neoplasm of kidney, except renal pelvis",1929
2002,Females,Transport accidents (V01-V99),1930
2001,Males,"Malignant neoplasm of kidney, except renal pelvis",1937
2007,Females,Malignant neoplasm of liver and intrahepatic bile ducts,1937
2008,Females,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1959
2004,Males,"Malignant neoplasm of kidney, except renal pelvis",1960
2005,Females,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1968
2006,Females,Malignant neoplasm of liver and intrahepatic bile ducts,1972
2005,Males,"Malignant neoplasm of kidney, except renal pelvis",1977
2001,Females,Mental and behavioural disorders (F00-F99),10527
2002,Females,Mental and behavioural disorders (F00-F99),10733
2004,Females,Diseases of the digestive system (K00-K93),10809
2006,Females,Diseases of the digestive system (K00-K93),10820
2007,Females,Diseases of the digestive system (K00-K93),10833
2006,Females,Accidents,10861
2003,Males,Diseases of the nervous system and the sense organs (G00-H95),10897
2005,Females,Diseases of the digestive system (K00-K93),10950
2007,Females,Accidents,10951
2007,Females,"Endocrine, nutritional and metabolic diseases (E00-E90)",11019
2008,Females,Diseases of the digestive system (K00-K93),11049
2008,Females,Accidents,11051
2004,Females,Accidents,11078
2001,Females,Malignant neoplasm of breast,11088
2004,Females,"Endocrine, nutritional and metabolic diseases (E00-E90)",11101
2006,Females,"Endocrine, nutritional and metabolic diseases (E00-E90)",11117
2005,Males,Diseases of the nervous system and the sense organs (G00-H95),11207
2003,Females,Malignant neoplasm of breast,11276
2008,Females,"Endocrine, nutritional and metabolic diseases (E00-E90)",11286
2002,Females,Malignant neoplasm of breast,11301
2004,Females,Malignant neoplasm of breast,11333
2005,Females,"Endocrine, nutritional and metabolic diseases (E00-E90)",11367
2005,Females,Accidents,11370
2006,Males,Diseases of the nervous system and the sense organs (G00-H95),11398
2001,Females,Diseases of the digestive system (K00-K93),11428
2005,Females,Malignant neoplasm of breast,11466
2003,Females,Mental and behavioural disorders (F00-F99),11487
2007,Females,Malignant neoplasm of breast,11522
2002,Females,Diseases of the digestive system (K00-K93),11529
2003,Females,Diseases of the digestive system (K00-K93),11556
2006,Females,Malignant neoplasm of breast,11584
2007,Males,Diseases of the nervous system and the sense organs (G00-H95),11612
2001,Females,"Endocrine, nutritional and metabolic diseases (E00-E90)",11668
2008,Females,Malignant neoplasm of breast,11781
2002,Females,"Endocrine, nutritional and metabolic diseases (E00-E90)",12047
2001,Females,Diseases of the nervous system and the sense organs (G00-H95),12230
2008,Males,Diseases of the nervous system and the sense organs (G00-H95),12373
2004,Males,Diseases of the digestive system (K00-K93),12538
2007,Males,Diseases of the digestive system (K00-K93),12641
2002,Females,Accidents,12693
2005,Males,Diseases of the digestive system (K00-K93),12758
2006,Males,Diseases of the digestive system (K00-K93),12758
2008,Males,Diseases of the digestive system (K00-K93),12981
2002,Males,Diseases of the digestive system (K00-K93),13000
2001,Females,Accidents,13165
2002,Females,Diseases of the nervous system and the sense organs (G00-H95),13225
2001,Males,Diseases of the digestive system (K00-K93),13226
2003,Males,Diseases of the digestive system (K00-K93),13453
2006,Males,Accidents,13524
2007,Males,Accidents,13585
2004,Males,Accidents,13599
2003,Females,Accidents,13624
2008,Males,Accidents,13815
2004,Females,Diseases of the nervous system and the sense organs (G00-H95),13853
2005,Males,Accidents,13944
2008,Males,Cerebrovascular diseases,13951
2003,Females,"Endocrine, nutritional and metabolic diseases (E00-E90)",14081
2007,Males,Cerebrovascular diseases,14085
2006,Males,Cerebrovascular diseases,14235
2004,Males,Cerebrovascular diseases,14515
2006,Females,Diseases of the respiratory system (J00-J99),14546
2004,Females,Diseases of the respiratory system (J00-J99),14563
2006,Females,External causes of morbidity and mortality (V01-Y89),14801
2007,Females,External causes of morbidity and mortality (V01-Y89),14817
2005,Males,Cerebrovascular diseases,14844
2008,Females,External causes of morbidity and mortality (V01-Y89),14861
2004,Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",14974
2003,Females,Diseases of the nervous system and the sense organs (G00-H95),15098
2004,Females,External causes of morbidity and mortality (V01-Y89),15179
2003,Males,Accidents,15299
2001,Females,Diseases of the respiratory system (J00-J99),15332
2006,Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15332
2007,Females,Diseases of the respiratory system (J00-J99),15348
2005,Females,External causes of morbidity and mortality (V01-Y89),15369
2002,Males,Accidents,15515
2005,Females,Diseases of the nervous system and the sense organs (G00-H95),15615
2008,Females,Diseases of the respiratory system (J00-J99),15743
2005,Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15836
2001,Males,Accidents,15867
2001,Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15872
2002,Males,Cerebrovascular diseases,15948
2007,Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",16045
2002,Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",16071
2003,Males,Cerebrovascular diseases,16120
2006,Females,Diseases of the nervous system and the sense organs (G00-H95),16212
2001,Males,Cerebrovascular diseases,16223
2004,Males,Diseases of the respiratory system (J00-J99),16230
2002,Females,Diseases of the respiratory system (J00-J99),16378
2008,Females,Ischaemic heart diseases,16464
2006,Males,Diseases of the respiratory system (J00-J99),16581
2007,Females,Ischaemic heart diseases,16663
2002,Females,External causes of morbidity and mortality (V01-Y89),16893
2008,Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",16895
2001,Females,External causes of morbidity and mortality (V01-Y89),16977
2003,Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",17010
2006,Females,Ischaemic heart diseases,17030
2007,Males,Diseases of the respiratory system (J00-J99),17257
2005,Females,Diseases of the respiratory system (J00-J99),17268
